안녕하세요 매튜돌입니다. 제 보약을 즐겨주셔서 감사합니다. 최대한 많이 드시고 건강해지세요!
0,1102,370,2747135,1180,814,2747135,1488,869,2747135
-1,1488,869,2747135,1679,817,2747135,1779,572,2747135
-2,1779,572,2747135,1779,376,2747135,1735,252,2747135
-3,1735,252,2747135,1505,373,2747135,1780,574,2747135
-4,1780,574,2747135,1489,868,2747135,1505,374,2747135
-5,1505,374,2747135,1105,371,2747135,1486,868,2747135
-6,1482,514,16316664,1515,471,16316664,1615,460,16316664
-7,1615,460,16316664,1655,480,16316664,1630,509,16316664
-8,1630,509,16316664,1547,529,16316664,1486,513,16316664
-9,1486,513,16316664,1613,461,16316664,1629,507,16316664
-10,1187,471,16316664,1279,524,16316664,1354,467,16316664
-11,1354,467,16316664,1284,430,16316664,1194,472,16316664
-12,1199,472,16316664,1225,506,16316664,1326,507,16316664
-13,1326,507,16316664,1351,468,16316664,1353,429,16316664
-14,1353,429,16316664,1328,505,16316664,1195,472,16316664
-15,1195,472,16316664,1228,435,16316664,1350,432,16316664
-16,0,0,16762368,0,1079,16762368,1919,1079,16711729
-17,1150,652,65529,1245,848,65529,1418,878,65529
-18,1418,878,65529,1525,860,65529,1153,650,65529
-19,1243,846,49151,1412,877,49151,1150,652,62719
-20,1419,878,30207,1678,816,30207,1778,575,52479
-21,1779,570,52479,1419,873,57855,1651,752,40447
-22,1196,739,40447,1416,877,40447,1247,844,33023
-23,1417,877,33023,1195,738,64511,1648,753,64511
-24,1151,648,64511,1190,739,64511,1562,749,64511
-25,1250,460,9767,1276,492,9767,1313,464,9767
-26,1553,489,9767,1570,503,9767,1595,484,9767
-27,1574,476,9767,1557,491,9767,1591,486,9767
-28,1254,460,9767,1284,443,9767,1298,463,9767
-29,1369,459,9767,1382,591,9767,1369,595,9767
-30,1369,595,9767,1350,607,9767,1354,618,9767
-31,1354,618,9767,1364,630,9767,1383,630,9767
-32,1384,630,9767,1397,617,9767,1401,619,9767
-33,1401,619,9767,1422,635,9767,1439,634,9767
-34,1440,634,9767,1452,611,9767,1456,616,9767
-35,1456,616,9767,1476,630,9767,1489,621,9767
-36,1489,621,9767,1502,596,9767,1466,579,9767
-37,1466,579,9767,1435,442,9767,1430,571,9767
-38,1436,450,12645,1431,567,12645,1466,577,60144
-39,1500,486,0,1543,466,0,1601,463,0
-40,1607,462,0,1652,471,0,1654,478,0
-41,1520,469,0,1488,510,0,1557,466,0
-42,1353,461,0,1324,434,0,1286,437,0
-43,1316,434,0,1231,431,0,1289,438,0
-44,1239,435,0,1199,464,0,1266,434,0
-45,1197,468,0,1208,488,0,1258,514,0
-46,1259,515,0,1312,510,0,1325,495,0
-47,1481,508,0,1525,526,0,1577,523,0
-48,1584,523,0,1624,512,0,1652,479,0
-49,1309,375,0,1315,411,0,1366,447,0
-50,1430,440,0,1481,423,0,1495,381,0
-51,1481,349,0,1479,363,0,1636,302,0
-52,1348,405,0,1334,373,0,1231,358,0
-53,1231,358,0,1188,371,0,1348,405,0
-54,1348,405,0,1238,396,0,1196,374,0
-55,1095,349,130,1144,373,130,1498,375,130
-56,1503,377,130,1557,348,130,1733,250,130
-57,1733,250,130,1656,258,130,1348,362,130
-58,0,0,16767232,1147,644,16753664,1052,5,16753664
-59,1052,5,16753664,1919,0,16753664,1107,368,16729600
-60,1107,368,16729600,1919,0,16729600,1919,213,16729600
-61,1733,248,16745984,1919,208,16745984,1919,1079,16711688
-62,1779,460,16735488,1782,999,16735488,1919,1079,16735488
