안녕하세요 매튜돌입니다. 제 보약을 즐겨주셔서 감사합니다. 최대한 많이 드시고 건강해지세요!
0,3,1071,3604490,1919,1079,3604490,0,0,8994686
-1,0,0,8994686,1919,0,8994686,1919,1079,3080200
-2,674,558,3997707,778,664,3997707,785,493,3997707
-3,785,493,3997707,666,341,3997707,677,560,3997707
-4,786,494,5507373,667,213,5507373,668,345,5507373
-5,785,490,7281241,783,550,7281241,824,578,7281241
-6,824,578,7281241,887,574,7281241,895,516,7281241
-7,786,496,8069743,825,579,8069743,897,519,8069743
-8,810,552,7543386,825,580,7543386,858,555,7543386
-9,781,553,6164269,825,580,6164269,779,654,6164269
-10,779,654,6164269,820,684,4523275,894,656,4523275
-11,894,656,4523275,905,574,4523275,889,576,4523275
-12,889,576,4523275,895,662,4523275,778,657,4523275
-13,776,658,5179420,891,576,5179420,825,580,5179420
-14,821,685,3407887,838,708,3407887,894,659,3407887
-15,894,659,3407887,916,663,3407887,909,541,3407887
-16,909,541,3407887,897,516,3407887,876,512,3407887
-17,876,512,3407887,854,515,3407887,857,524,3407887
-18,858,526,3407887,868,537,3407887,875,514,3407887
-19,868,534,3407887,910,545,3407887,877,515,3407887
-20,877,515,3407887,858,520,3407887,859,531,3407887
-21,872,515,3407887,868,535,3407887,914,544,3407887
-22,914,544,3407887,883,518,3407887,868,518,3407887
-23,912,543,3407887,939,521,3407887,970,523,3407887
-24,970,523,3407887,980,536,3407887,974,540,3407887
-25,974,540,3407887,971,525,3407887,913,543,3407887
-26,924,546,3407887,914,659,3407887,908,544,3407887
-27,918,621,3407887,937,663,3407887,908,661,3407887
-28,840,707,3407887,856,720,3407887,850,697,3407887
-29,936,663,3407887,992,696,3407887,976,706,3407887
-30,976,706,3407887,956,717,3407887,970,698,3407887
-31,970,698,4326951,937,664,4326951,956,718,4326951
-32,956,718,4326951,851,697,4326951,857,721,4326951
-33,857,721,4326951,970,698,4326951,958,717,4326951
-34,895,660,4326951,863,710,4326951,851,699,4326951
-35,915,664,4326951,937,666,4326951,946,679,4326951
-36,871,701,7609461,894,661,7609461,912,663,7609461
-37,912,663,7609461,871,701,7609461,913,710,7609461
-38,913,710,7609461,912,665,7609461,941,678,7609461
-39,940,677,7609461,913,711,7609461,950,702,7609461
-40,892,663,6820172,881,704,6820172,871,701,6820172
-41,872,702,6820172,910,714,6820172,951,704,6820172
-42,951,703,6820172,947,685,6820172,920,669,6820172
-43,920,669,6820172,929,669,6820172,946,682,6820172
-44,923,671,6820172,892,661,6820172,885,678,6820172
-45,923,546,6820172,921,575,6820172,972,541,6820172
-46,972,540,6820172,988,529,6820172,1015,552,6820172
-47,1016,552,6820172,1025,588,6820172,1013,606,6820172
-48,1013,606,6820172,922,578,6820172,973,542,6820172
-49,973,542,6820172,1009,603,6820172,1017,555,6820172
-50,922,577,6032178,1015,609,6032178,995,700,6032178
-51,995,700,6032178,917,625,6032178,921,580,6032178
-52,916,622,4719634,936,667,4719634,989,699,4719634
-53,989,699,4719634,1040,634,4719634,934,651,4719634
-54,1041,639,6229302,1007,644,6229302,1014,611,6229302
-55,1012,606,6950473,1040,637,6950473,1023,585,6950473
-56,973,525,8658812,1015,559,8658812,1019,531,8658812
-57,1022,531,8658812,992,486,8658812,940,521,8658812
-58,896,520,4260367,910,544,4260367,927,534,4260367
-59,895,517,11234744,923,534,11234744,946,517,11234744
-60,909,517,11234744,896,506,11234744,870,513,10766995
-61,795,497,12085950,823,545,12085950,858,512,12085950
-62,824,543,12085950,851,550,12085950,856,511,12085950
-63,855,515,12085950,845,480,12085950,807,470,12085950
-64,807,470,12085950,800,500,12085950,852,510,12085950
-65,906,518,11687072,947,518,11687072,949,429,11687072
-66,949,429,11687072,876,424,11687072,907,516,11687072
-67,907,516,11687072,878,423,11687072,895,507,11687072
-68,894,507,10699895,878,425,10699895,856,512,10699895
-69,875,423,10699895,867,388,10699895,836,454,10699895
-70,835,452,11423891,874,424,11423891,855,512,11423891
-71,802,500,11423891,812,455,11423891,785,496,11423891
-72,809,470,10831477,845,480,10831477,825,424,10831477
-73,947,519,12079519,995,488,12079519,951,430,12079519
-74,947,431,11289733,946,520,11289733,973,454,11289733
-75,1015,558,4458781,1038,636,4458781,1022,533,4458781
-76,1022,532,4458781,1030,470,4458781,1083,516,4458781
-77,1083,516,4458781,1039,633,4458781,1020,533,4458781
-78,1037,632,2622216,1082,517,2622216,1068,503,2622216
-79,675,511,2622216,679,561,2622216,778,661,2622216
-80,693,541,2622216,669,347,2622216,677,530,2622216
-81,1039,630,2622216,1109,547,2622216,1147,406,2622216
-82,1147,406,2622216,1136,314,2622216,1087,267,2622216
-83,1087,267,2622216,1049,614,2622216,1148,408,2622216
-84,1137,315,5049897,1130,254,5049897,1047,202,5049897
-85,1103,272,6495050,1057,312,6495050,1002,198,6495050
-86,1002,202,7414890,1048,203,7414890,1105,274,7414890
-87,1028,473,6099250,1063,500,6099250,1086,288,6099250
-88,1086,288,6099250,1034,329,6099250,1055,385,6099250
-89,1009,426,5113367,1079,372,5113367,1030,478,3408134
-90,1030,478,3408134,1077,379,3408134,1065,518,3408134
-91,1022,531,4457751,1031,479,4457751,1010,425,4457751
-92,1011,426,5704504,993,491,5704504,1022,528,5704504
-93,994,488,7742057,1012,428,7742057,972,461,7742057
-94,973,460,10635178,1058,390,10635178,1037,329,10635178
-95,1013,380,10635178,942,393,10635178,1016,404,10635178
-96,950,395,10635178,971,458,10635178,1010,400,10635178
-97,840,275,10635178,877,429,10635178,960,276,10635178
-98,962,278,11166913,948,430,11166913,879,425,11166913
-99,953,401,11883186,946,431,11883186,969,451,11883186
-100,953,362,4849680,972,341,4849680,968,319,4849680
-101,971,318,4849680,1010,313,4849680,1038,327,4849680
-102,1037,329,4849680,969,335,4849680,969,320,4849680
-103,969,319,4849680,987,315,4849680,1044,332,4849680
-104,965,344,4849680,985,355,4849680,1010,351,4849680
-105,1010,351,4849680,1028,326,4849680,971,332,4849680
-106,971,332,4849680,1008,350,4849680,966,343,4849680
